"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","phenotype"
"263","VECCHI_GASTRIC_CANCER_EARLY_DN","VECCHI_GASTRIC_CANCER_EARLY_DN",138,0.528268966606028,2.07709400265971,8.58693176690321e-09,1.60474409256005e-07,1.10700449154274e-07,1482,"tags=33%, list=11%, signal=29%","ALDH1A1/ACE2/NDNF/FMO5/CFH/MAF/ACKR4/METTL7A/CYP1B1/MT1F/PKIB/NR3C2/FAM3B/SULT1B1/TTLL7/MT1M/SOSTDC1/HPGD/SLC16A7/RBMS3/WIPF3/CCPG1/TSC22D3/ADGRL3/ENTPD3/PCDH20/MT1X/SERPINI1/PLLP/ZNF471/NME5/GABRB3/PDK4/MT1E/IDUA/PBLD/UBL3/GPR155/PELI2/ABAT/MAOA/SLC15A1/HMGN5/PCDH9/VEPH1","sph"
"264","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT",432,-0.361461574641423,-1.74888638816139,8.77980359501119e-09,1.63457328293485e-07,1.12758163395259e-07,3050,"tags=42%, list=23%, signal=34%","FAU/PIK3CD/PSMA2/RANBP9/CAP2/CLASP2/EIF4G1/NCBP1/PAK4/RPS27/RRAS/EGFR/EPHB6/ITGA2/RPL35A/PSMA3/WWTR1/AGRN/MAGOH/MYH9/PSMA1/PSMB6/RND1/CSNK2B/MET/PSMD12/TUBA4A/MAPK7/PRKCQ/PSMD9/SEMA7A/ARHGEF28/CSNK2A2/PSMF1/UBA52/HOXA2/RNPS1/RPS20/SPTBN5/PSME1/AP2S1/EIF4A3/PSMB2/PSMB5/RPL10/RPL23/NGEF/PSMD1/RPS26/DLG4/RPL19/SEMA4A/PSME2/RBM8A/RPL24/RPL9/RASA1/RPS28/GRB7/RPL22/RPS11/HSP90AB1/RPL15/ACTB/RPL5/RPL10A/RPL30/RPL31/RPL8/TIAM1/RPL18/RPS27A/EZR/PABPC1/PSMD14/RPS15/TUBB6/RPL7/RPS4X/MAPK8/PSMB7/RPL26/RPS24/PSMC3/RPL38/EPHB2/RPL11/RPL23A/RPS14/RPS8/DPYSL2/PSEN2/RPL13A/RPS3A/RPS25/RPS7/SRGAP2/EPHA2/HRAS/RPS9/PFN1/RPL21/RPL36/RPL39/RPS12/RPS29/RPL22L1/RPL28/EPHB4/FYN/RPL17/RPL37A/RPS21/NRP2/RPL6/RPS15A/TUBA1A/TUBB4B/RPL27A/RPLP1/RPS23/DLG1/RDX/RPS13/COL6A1/SHC1/RPL14/RPS3/LAMB1/RPL29/SCN8A/RPL7A/AGAP2/LAMC1/NRP1/RPS17/RPL27/RPL3/LIMK1/RPL35/RPS5/ABLIM3/RPLP0/RPL4/NTN1/RPL37/ITGA5/RPLP2/PDLIM7/MAGOHB/RPL32/RPS16/PLXNA1/RPL36A/AP2B1/RPS10/TUBA1C/RPL18A/PIK3R2/RPL13/RPL12/RPS18/RPS19/MAPK11/RPSA/TEAD1/CACNB4/UNC5A/TUBB3/RPS2/SH3KBP1/MAP2K1/ITGA10/RHOB/ITGB3/TUBA1B/KIF4A/MAPK12/ABL2/ROBO3/L1CAM/LAMA2/MSN","adh"
"265","CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN","CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN",177,-0.463491062053544,-2.04945812811388,9.20276346766143e-09,1.70685216768135e-07,1.17744195151291e-07,3675,"tags=50%, list=28%, signal=36%","COPA/PGK1/PSMD8/EMC4/MED21/HIKESHI/HSPA13/SEC23B/YBX1/CLNS1A/FARSA/MRPL44/PSMA5/ADH5/FUNDC1/UBE2E3/PSMA2/CHCHD2/METTL13/HNRNPA0/ZNHIT3/RCN2/CAB39/MCTS1/CNN3/TMX1/TPRKB/STOML2/XRCC5/MANF/RFC5/NONO/HAUS1/PDIA6/HSP90AB1/MRPL39/MRPS23/ATIC/SLC39A6/LSM2/ILF2/CCT2/EBPL/NUDT21/PSMC3/CCT4/PRDX4/PSMG1/C1QBP/SNRPD1/MRPS12/BAG2/POLE3/SNRPD2/NUP205/ALDOA/RACK1/RPL7A/PPIL1/RPA3/PRPS1/RFC4/RPS16/CDK4/POLE2/MAD2L2/RAN/ECT2/NUP37/GMNN/PCNA/FEN1/ME2/MSH2/RNASEH2A/TYMS/RFC3/SLC29A1/RAD51AP1/MAD2L1/C1orf112/CDKN3/CCNB2/CDK1/CENPH/CTNNAL1/PBK/TPX2","adh"
"266","NAKAMURA_CANCER_MICROENVIRONMENT_DN","NAKAMURA_CANCER_MICROENVIRONMENT_DN",38,-0.728353550445093,-2.44553787602956,1.23096068919476e-08,2.27450067195198e-07,1.56902428963052e-07,2332,"tags=66%, list=18%, signal=54%","KLHL5/USP39/RFC5/RIPK2/PSMG1/DHFR/PA2G4/TNS3/RFC4/ASNS/SPAG5/NDC1/KNSTRN/TRIP13/COTL1/FANCI/AURKA/CDCA2/SYNCRIP/CCNB2/FAM83D/KIF2C/BUB1/CDC20/CDC6","adh"
"267","RHODES_CANCER_META_SIGNATURE","RHODES_CANCER_META_SIGNATURE",60,-0.630275745840343,-2.31006648559635,1.32439156856484e-08,2.43797174512966e-07,1.68179193469243e-07,2274,"tags=53%, list=17%, signal=44%","EIF4A3/HSPD1/MANF/PSME2/NONO/SOX4/MRPL3/HSP90B1/ILF2/CCT5/CCT4/G3BP1/PRDX4/SNRPE/SNRPF/CKS2/MRPS12/NUP205/AHCY/RFC4/MTHFD2/MCM3/KPNA2/PLK1/PAICS/TOP2A/CDKN3/CDK1/TUBB/NME1/TPX2/UBE2S","adh"
"268","REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY","REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY",65,-0.619473500099849,-2.30504592406819,1.43619020522405e-08,2.6339085293568e-07,1.81695547958628e-07,2655,"tags=54%, list=20%, signal=43%","NUP43/NUP85/NUP58/TUBA4A/NUP188/LBR/NUP160/UBE2I/KPNB1/AHCTF1/BANF1/SPAST/TUBB6/NUP93/EMD/TMPO/TUBA1A/TUBB4B/NUP205/NUP155/RANGAP1/NUP107/SEH1L/TUBA1C/RAN/NUP37/RCC1/NDC1/TUBB3/LMNB1/TUBA1B/VRK1/CCNB2/CDK1/CCNB1","adh"
"269","WANG_TUMOR_INVASIVENESS_UP","WANG_TUMOR_INVASIVENESS_UP",349,-0.382062225682805,-1.80746033508848,1.60819290310702e-08,2.93838963523085e-07,2.02699641592944e-07,3288,"tags=41%, list=25%, signal=32%","CDC42/DAZAP1/DDX1/HNRNPR/HSPA4/PSMA7/UBA2/ADH5/U2AF2/FKBP3/HNRNPU/PSMA4/EIF4G2/FAU/HNRNPA2B1/IPO7/PIK3CD/PSMA2/EIF4B/EIF4G1/AK2/AP3M1/TKT/B4GALT5/EIF3B/HEBP1/ANKFY1/CTDP1/HNRNPAB/LOXL3/CCT3/CNN2/ELAVL1/TPM1/SPOUT1/USP14/WDR75/ATP2A1/NELFE/AMD1/PNP/SERBP1/ARPP19/RRAS2/SRSF7/EIF4H/RPS20/EIF3H/TEX10/CPSF2/EIF2S2/HSPD1/RPL19/KPNB1/TRIM28/CRABP2/RPS11/NCS1/FN1/NHP2/SMC1A/POLR1C/RPL30/RPL8/EZR/HSP90B1/PABPC1/RPA2/TUBB6/CCT2/HSPA5/NCL/RPL7/VIM/CCT5/GPN3/SRSF3/IPO9/NUCKS1/CCND1/RPS14/RPS8/GTF3A/PSMG1/RPL13A/TMSB10/PLOD1/RPS7/ABHD8/ABCE1/PPIA/RPL21/RPS29/SSH1/RPL28/RPS21/NAP1L1/RPL6/RPS15A/SNRPD2/TUBB4B/RPL27A/WDR89/RDX/EHD1/PMPCA/RPL14/RPS3/LAMB1/LAMC1/RPL27/RPL35/RPS5/RPLP0/RPLP2/GAPDH/RPL32/RPS16/IPO5/IL7R/WDR3/RPL18A/NPM1/CENPK/PCNA/STAT1/IFITM3/ENO1/CKS1B/KPNA2/RNASEH2A/IFITM2/CDCA3/KIF20A/TGFBI/TACC3/IFITM1/HMGB2/EZH2/TUBA1B/TUBB/PTTG1/KIF11","adh"
"270","SASAKI_ADULT_T_CELL_LEUKEMIA","SASAKI_ADULT_T_CELL_LEUKEMIA",142,-0.490942638597334,-2.10293807619606,1.70114623589153e-08,3.09631497217963e-07,2.13593843238006e-07,2822,"tags=45%, list=21%, signal=36%","WWTR1/PPIB/RECQL/CNN2/PMS1/EXTL2/BOLA2/MYL6B/POLR2E/UBA52/NOMO1/CETN3/PSMB2/GSTZ1/RASA1/PARP1/KCNN4/RPA1/MSX1/CORO1A/LSM2/ARNT2/PRDX4/CADM1/BARD1/MRPS12/CD99/ANXA6/VAMP5/TFDP1/ETS1/ZWINT/PCNA/STAT1/EMP1/FAS/MCM3/BUB1B/TYMS/RFC3/MKI67/CENPF/HMGB2/PLK1/CCNA2/OAS2/FOXM1/TOP2A/TFRC/CDKN3/TK1/CCNB2/DLGAP5/TUBB/PTTG1/ISG15/NME1/KIF2C/CCNB1/KIF14/UBE2C/TPX2/KIF11/CAV1","adh"
"271","SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM","SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM",146,-0.487257917902222,-2.08829227449871,1.70722554925876e-08,3.09631497217963e-07,2.13593843238006e-07,4265,"tags=63%, list=32%, signal=43%","NGDN/OAT/EIF3A/SSBP1/AUH/TCERG1/ZC3H14/TXN/C12orf29/ETF1/NAE1/GNL2/KDSR/PMS2P1/COPS2/UBE2N/HDAC2/YBX3/API5/BLMH/NUP98/TOMM20/DDX1/UBA2/RNF114/DDX10/RABGGTB/ATP13A3/SLC16A1/NUP153/ACP1/SLC3A2/CBX3/ACTL6A/NUP58/U2AF1/USP10/SMN1/TRIAP1/BTF3/SERBP1/TMX1/PTGES3/AASDHPPT/FASTKD2/EIF2S1/EIF4A3/ANP32B/SMARCC1/HSPD1/PWP1/LYPLA1/PDIA6/DHX9/XPOT/SLC39A6/DIMT1/MRPL3/BUB3/PSMD14/CCT2/IDH3A/PNO1/CCT5/PFDN4/CCT8/NUP93/HPRT1/NUFIP1/PSMG1/SNRPF/NOP16/TFAM/CSNK1E/POLE3/EEF1E1/PGAM1/PRPS1/TFAP4/PRMT3/NOLC1/PUM3/IPO5/HNRNPA1/RAN/RANBP1/ATXN10/NUP210/EXOSC8/MTHFD2/KPNA2/MAD2L1","adh"
"272","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION",85,-0.56940916090982,-2.23840927283157,1.7708836317068e-08,3.19996068008783e-07,2.20743660128777e-07,2462,"tags=45%, list=19%, signal=37%","CSNK2A2/UBA52/MDM2/RAD9B/HIPK2/RFC5/NOC2L/RPA1/RPS27A/RPA2/SSRP1/BARD1/BLM/CHEK2/NBN/RMI1/PRKAG2/RHNO1/SUPT16H/RPA3/RFC4/TP53/EXO1/BRCA1/MAPK11/RFC2/CHEK1/DNA2/RFC3/TAF5/BRIP1/RMI2/CCNA2/CDK2/AURKA/AURKB/TAF4B/TPX2","adh"
"273","REACTOME_UNWINDING_OF_DNA","REACTOME_UNWINDING_OF_DNA",12,-0.917764891934634,-2.32421506500621,1.81997531223409e-08,3.27662221964488e-07,2.26032021619664e-07,1105,"tags=100%, list=8%, signal=92%","MCM4/MCM8/GINS4/MCM3/MCM5/GINS1/MCM7/MCM6/CDC45/MCM2/GINS2","adh"
"274","WP_G1_TO_S_CELL_CYCLE_CONTROL","WP_G1_TO_S_CELL_CYCLE_CONTROL",59,-0.635876865360169,-2.32564208252111,1.87306706038283e-08,3.35989948970132e-07,2.3177675764476e-07,2350,"tags=66%, list=18%, signal=55%","CDK7/MDM2/ORC6/MNAT1/CREB3L4/RPA1/CDKN1C/GADD45A/POLE/RPA2/CCND1/CDK6/PRIM2/TFDP1/ORC3/RPA3/E2F2/MCM4/TP53/CDK4/E2F1/POLA2/POLE2/CCNE1/CCNE2/PCNA/CDC25A/MCM3/MCM5/ORC1/MCM7/MCM6/CDK2/CDC45/MCM2/CDK1/CCNB1/PRIM1/MYC","adh"
"275","LY_AGING_MIDDLE_DN","LY_AGING_MIDDLE_DN",15,-0.882644579550114,-2.39904308589831,2.12117496129087e-08,3.79111815808895e-07,2.61523619150923e-07,928,"tags=93%, list=7%, signal=87%","HMGN2/CCNF/MYBL2/CENPF/KIF23/PLK1/CCNA2/FOXM1/KIF2C/CCNB1/CDC20/UBE2C/CENPA/KIF11","adh"
"276","LI_WILMS_TUMOR_ANAPLASTIC_UP","LI_WILMS_TUMOR_ANAPLASTIC_UP",15,-0.88235682245279,-2.39826095717884,2.20775222187577e-08,3.93155875743457e-07,2.71211666920742e-07,941,"tags=80%, list=7%, signal=74%","RFC4/KPNA2/RFC3/MKI67/CENPF/CDCA3/RAD54L/TTK/NUSAP1/KIF2C/CENPA/NCAPH","adh"
"277","CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5","CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5",418,0.39341249061022,1.75252441436267,2.24198932950834e-08,3.97811464062581e-07,2.74423242650442e-07,3115,"tags=36%, list=23%, signal=28%","CEACAM7/CEACAM5/TMEM45B/PARM1/CAPN9/PRR15L/ATP2A3/CEACAM6/LPIN2/ACKR3/RHOU/AGR2/PRICKLE2/ATP8A1/FBP1/CCDC80/DOCK11/BCAS1/ATP8B1/MGLL/CORO2A/PIK3R3/STOM/PPFIBP2/GLCCI1/GPR160/SLC12A2/GALNT3/TC2N/ATP2B1/C1orf115/CCPG1/PLBD1/TSPAN1/CHFR/EPB41L4A/OSBPL2/NUDT4/SGMS2/TTC6/LHFPL2/MUC1/LFNG/MTUS1/ENPP1/KIF13B/PALM3/TTC39B/PLLP/PSEN1/NEBL/OCLN/SOWAHC/CCDC160/ZBTB20/PBX1/SAR1B/TSPAN13/OR7E14P/SCCPDH/NATD1/TMEM59/SLC9A1/ZHX1/PGPEP1/LNX1/SLC25A16/ASAH1/DBI/MIGA1/NIPAL3/RNF144B/MFSD6/GSN/PLEKHF2/SH3D19/CPEB2/ALAD/INPP1/AQP3/COL28A1/TACC1/PLEKHS1/SLC4A11/ARFGEF3/CDS1/AHR/GOLGA7/SC5D/SLC41A2/ARRB1/TRAK1/FAM110C/PLEKHA7/ZFP36/ZNF487/ARFGAP3/YPEL5/EPAS1/WLS/IKBKB/PCYT1A/MAPK6/RNF103/ANOS1/DCAF5/KLF3/VAMP8/LIMA1/SH3BP4/SDC1/SGSM2/SMIM14/NCOA1/TRAF5/ID2/NUCB2/DSTNP2/GUCD1/TMEM50B/ABCC5/GOLGA3/TMF1/CERK/LIMCH1/COBLL1/ERBB2/EPS15/PDE8A/ICA1/MIPEP/CLDN4/FZD5/LITAF/LSS/ZNF704/AREL1/FGF13/MFAP3L/NAXD/PTPRJ/RFK/VPS13B/RNF19A/ZNF827/CARD14/GALNT7/MIA3/RAB27B/SH3BGRL","sph"
"278","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",71,-0.602955080591039,-2.2922284953419,2.2805951912286e-08,4.03205948377286e-07,2.78144532788615e-07,4634,"tags=79%, list=35%, signal=52%","PSMC1/PSMD6/PSMD7/UBE2E1/PSMB9/PSME3/PSMC5/PSMB8/PSMD2/UBC/UBE2D1/PSMD13/PSMA6/PSMC6/PSMB1/PSMD11/PSMD8/PSMB3/PSMD3/FZR1/PSMB4/PSMA5/PSMA7/CDC23/PSMA4/PSMD4/ANAPC11/PSMA2/ANAPC7/PSMA3/ANAPC15/PSMA1/PSMB6/PSMD12/PSMD9/PSMF1/UBA52/PSME1/PSMB2/PSMB5/PSMD1/PSME2/RPS27A/PSMD14/PSMB7/PSMC3/ANAPC1/CDC27/SKP2/PLK1/AURKA/AURKB/PTTG1/CDC20/UBE2C/UBE2S","adh"
"279","KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN","KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN",69,-0.596398422219597,-2.25840883376494,2.32790398340586e-08,4.10094913205727e-07,2.82896764027552e-07,1408,"tags=38%, list=11%, signal=34%","UPP1/NOXA1/IRF7/DNMT1/IRAK1/RRM1/NME2/MAP3K9/MAP3K14/CCNE2/FEN1/TNFRSF12A/CDC25A/POLQ/CDK2/AURKB/TK1/PLAU/CCNB2/CDK1/NME1/AK4/BIRC5/CCNB1/IL1B/MYC","adh"
"280","SERVITJA_ISLET_HNF1A_TARGETS_DN","SERVITJA_ISLET_HNF1A_TARGETS_DN",66,0.642895450527994,2.26067181006118,2.40223823817263e-08,4.20177969417027e-07,2.898523830363e-07,681,"tags=30%, list=5%, signal=29%","PIGR/ACE2/TM4SF4/ANKS4B/CDHR2/SLC40A1/RNASE4/RAB37/HNF4A/ANXA4/VIL1/MTMR11/FBP1/PROC/FOXA3/SGK2/GATM/FRK/UGT1A1/FXYD3","sph"
"281","BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP","BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP",298,-0.394682365402919,-1.84429502126201,2.39814501441201e-08,4.20177969417027e-07,2.898523830363e-07,2257,"tags=34%, list=17%, signal=29%","OGFR/UBXN2A/CXCL2/PML/CLDN1/IL15RA/CFLAR/STAT2/C18orf25/XAF1/PODXL/TNFAIP3/BLZF1/MAFF/MSX1/DHX58/HSH2D/CNP/LAP3/IL1R2/KCTD12/RIF1/RPLP0P2/TRANK1/SLC2A12/DUSP4/INHBA/SAMD9/SLFN5/KRT8/SAMHD1/PTAFR/LEPR/SLC39A10/TNFRSF10A/PNPT1/MCTP1/HELZ2/GBP5/SDC4/NKX3-1/SERPINB9/IFIT5/PLAUR/APOBEC3F/DDX58/HSD11B1/REPS2/HCAR3/ERAP2/G0S2/MALT1/APOBEC3G/ADAR/IL7R/ANGPTL4/PARP9/TAP2/CD274/ETS1/KIAA0040/TGFA/MLKL/ZBP1/ARNTL2/DDX60L/FST/C3/EHD4/SIRPB2/NUDCD1/SP110/TGM2/FAS/PLAT/SAMD8/EIF2AK2/IFIH1/OAS3/PMAIP1/MATN2/USP18/EDN1/NT5E/PHLDA1/UBASH3B/IDO1/MX1/TFRC/SMURF2/ADRB2/NFE2L3/HBEGF/IFIT1/THBS1/IFIT3/IL23A/ARHGAP29/AXL/IL1A/ANKRD1","adh"
"282","CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP","CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP",105,-0.538318926405085,-2.208796958832,2.46673030797209e-08,4.29928349775986e-07,2.96578511458682e-07,2213,"tags=54%, list=17%, signal=46%","NGEF/SET/RFC5/ITGA6/RASA1/ERH/TGFB1/DHX9/KCNN4/TNFAIP2/CTSV/SMS/FAM3C/ILF2/SSRP1/TUBB6/CCND1/HPRT1/MYO1B/SMC2/FIGNL1/NAP1L1/SLBP/ANP32E/BZW2/DNMT1/RANGAP1/NAV2/AREG/PLK4/AHCY/RRM1/FUT8/RBM3/HMGN2/HMGB3/E2F8/POLA1/RAD51/ANGPTL2/RBL1/CDC7/EREG/ZWINT/PCNA/RRM2/ETV4/CKS1B/ADAM19/PHLDA1/TOP2A/AURKA/UHRF1/ANKH/CENPA/NCAPH/HMGA2","adh"
"283","SMIRNOV_RESPONSE_TO_IR_6HR_DN","SMIRNOV_RESPONSE_TO_IR_6HR_DN",84,-0.574274595464482,-2.24545022813436,2.4917214399671e-08,4.32749500969551e-07,2.9852463299736e-07,345,"tags=30%, list=3%, signal=29%","KLF2/CENPF/ARHGAP11A/CDCA3/KIF20A/KIF23/DEPDC1/NEK2/PLK1/PSRC1/AURKA/CD22/DLGAP5/BUB1/CCNB1/KIF14/CDC20/UBE2C/TPX2/UBE2S/ASPM/CENPA/HMMR/SLC2A3/MYC","adh"
"284","GROSS_HYPOXIA_VIA_HIF1A_UP","GROSS_HYPOXIA_VIA_HIF1A_UP",71,-0.601715583280478,-2.28751635152452,2.55494761538649e-08,4.4216787076143e-07,3.05021729768713e-07,3366,"tags=56%, list=25%, signal=42%","RCL1/CD276/TAF1D/CDC23/NSL1/CACYBP/CCT3/DDX39B/AMD1/SRSF7/AKAP8/PSMB5/RCC2/HSPD1/SLC19A1/SLC1A4/RPL5/TSR1/G3BP1/GART/HRAS/SSH1/NAP1L1/NOP58/BZW2/NOP56/DDX21/PLXNA1/PPRC1/SIX4/TIMM9/NOP2/SHMT2/RRM2/KPNA2/CTPS1/SRM/F2R/TFRC/CHN2","adh"
"285","ALCALAY_AML_BY_NPM1_LOCALIZATION_DN","ALCALAY_AML_BY_NPM1_LOCALIZATION_DN",147,-0.48472797200675,-2.0807884015684,2.6872925994994e-08,4.63440109703142e-07,3.19696009713299e-07,1334,"tags=39%, list=10%, signal=36%","HNRNPA3/DHFR/EGFL7/CHAF1A/TFDP1/DUT/B4GALT6/C20orf27/PLAGL1/RHOBTB3/RBM3/MTHFD1/REPS2/MCM4/RGS10/IDH2/ASB9/EXO1/POLE2/DDX60/RANBP1/DTYMK/NUP210/CCNF/CHEK1/RRM2/POLD1/CKS1B/CDC25C/TYMS/PMAIP1/IFITM2/MKI67/KIF23/IFITM1/MAD2L1/RSAD2/CCNA2/MCM10/FOXM1/KIF4A/CDKN3/MCM2/TK1/CCNB2/DLGAP5/KIFC1/PTTG1/SHCBP1/KIF2C/BIRC5/CCNB1/CDC20/UBE2C/TPX2/NCAPH/CDC6/HMMR","adh"
"286","FOURNIER_ACINAR_DEVELOPMENT_LATE_DN","FOURNIER_ACINAR_DEVELOPMENT_LATE_DN",22,-0.813453266677283,-2.40578934733981,2.70994974217946e-08,4.65713391007414e-07,3.21264192843579e-07,1931,"tags=86%, list=15%, signal=74%","ACTB/CAPRIN2/DUSP4/EIF4A1/EPHA2/CKS2/ZWILCH/RRM2/TRIP13/FGFBP1/ODC1/NCAPG/CEP55/VRK1/FOXM1/AURKA/CDKN3/TNFRSF6B/ASPM","adh"
"287","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",65,-0.611923069914691,-2.27695095580812,3.57829047119818e-08,6.127978280815e-07,4.22727805161538e-07,4634,"tags=85%, list=35%, signal=55%","PSMC1/PSMD6/PSMD7/HSP90AA1/PSMB9/PSME3/MAPRE1/PSMC5/PSMB8/PSMD2/UBC/PSMD13/PSMA6/PSMC6/PSMB1/PSMD11/PSMD8/PSMB3/PSMD3/PSMB4/PSMA5/PSMA7/PSMA4/PSMD4/PSMA2/PSMA3/PSMA1/PSMB6/PSMD12/TUBA4A/PSMD9/PSMF1/UBA52/PSME1/PSMB2/PSMB5/PSMD1/PSME2/HSP90AB1/RPS27A/PSMD14/TUBB6/PSMB7/PSMC3/TUBA1A/TUBB4B/TP53/TUBA1C/TUBB3/GTSE1/PLK1/TUBA1B/CCNB2/CDK1/CCNB1","adh"
"288","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",48,-0.676289170217527,-2.36895785992376,3.83126201062404e-08,6.53842110493651e-07,4.51041481586989e-07,1779,"tags=44%, list=13%, signal=38%","GADD45A/PRMT1/RGCC/TFDP1/PLAGL1/TP53/E2F1/E2F7/E2F8/NPM1/CCNE1/RBL1/CCNE2/PCNA/CDC25C/CCNA2/CDK2/AURKA/CDK1/CCNB1/PLK2","adh"
"289","KEGG_PYRIMIDINE_METABOLISM","KEGG_PYRIMIDINE_METABOLISM",92,-0.557644476720935,-2.2310483270358,3.99516626776303e-08,6.79454747614371e-07,4.68709908885986e-07,2493,"tags=50%, list=19%, signal=41%","POLR2F/PNP/POLR2E/POLR2L/POLR3K/POLR3A/DCK/POLD2/POLR1A/NT5C1B/UCK2/POLR1B/POLR3B/POLR1C/POLE/POLR3D/UPP1/NME6/POLE3/PNPT1/POLR3G/PRIM2/DUT/POLR2D/POLR3F/RRM1/CAD/NME2/NME4/POLA1/POLA2/POLE2/POLE4/DTYMK/RRM2/POLR1E/POLD1/TYMS/CTPS1/DHODH/NT5E/CMPK2/TK1/NME1/NME1-NME2/PRIM1","adh"
"290","REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM","REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM",80,-0.573963565609773,-2.22126076289055,4.02747219445654e-08,6.82587097784616e-07,4.70870705566044e-07,3492,"tags=60%, list=26%, signal=45%","NUP50/NUP98/DHX38/NUP133/WDR33/FIP1L1/NUP88/SRRM1/U2AF2/NUP35/NCBP1/NUP62/NUP153/MAGOH/DDX39B/NUP43/NUP85/CPSF4/NUP58/U2AF1/THOC6/NUP188/SRSF2/SRSF7/NUP160/RNPS1/AAAS/CPSF2/EIF4A3/RBM8A/THOC5/SRSF3/NUP93/CPSF3/SLBP/NUP205/NUP155/DDX39A/NUP107/SEH1L/ALYREF/MAGOHB/GLE1/NXT1/NUP37/NDC1/THOC3/NUP210","adh"
"291","BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP",48,-0.672439254882973,-2.35547207958974,4.96395766248513e-08,8.38414155021114e-07,5.78365260657066e-07,1916,"tags=56%, list=14%, signal=48%","HLTF/USP1/SLC39A6/SMC2/DDOST/DNAJC6/SLBP/XK/RRM1/OIP5/ECT2/SLC38A1/CCNE2/FEN1/MCM3/BUB1B/CENPU/TYMS/MKI67/NEK2/MCM6/TFRC/KIF4A/MCM2/DLGAP5/UBE2S/CENPA","adh"
"292","LIM_MAMMARY_LUMINAL_MATURE_UP","LIM_MAMMARY_LUMINAL_MATURE_UP",88,0.592096118752552,2.17667063981669,5.03662226598225e-08,8.47773919085712e-07,5.84821929298084e-07,2176,"tags=40%, list=16%, signal=33%","SLC40A1/HSD11B2/SPINK1/SPDEF/SLC44A4/MEIS1/CASZ1/LMNTD2/FOXA1/SPRR1A/TOX3/MYB/RASEF/SLC22A18/AQP11/TSPAN1/ZDHHC1/TP53INP2/SULT2B1/C1orf210/TSPAN13/BBOF1/ABCA7/DRC3/FER1L4/WNT4/LNX2/MBOAT1/ARFGEF3/GPRC5C/ANKMY2/HID1/PTPN6/HDAC11/FBXO36","sph"
